2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02482205,23.9999428
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02481485,65.
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02480983,0.39562087
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02480883,8.05447423
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02480882,3.
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02480866,3.702
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02480841,31.13304484
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02480509,28.
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02479438,15.16106944
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02479437,32.6
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02478369,34.
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02477222,25.
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02476093,17.73
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02476092,34.
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02475862,0.043005
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02475806,1.950333
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02475656,0.02762096
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02475184,28.1
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02475087,0.05377588
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02475,0.007553
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02474968,0.05700073
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02474928,59.84
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02474169,0.13431224
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02473076,0.33171489
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02471974,7.84624979
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02471538,0.008
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02471438,0.02052438
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02470443,0.0239958
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02470103,0.0403
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.0247,0.0202247
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02469996,0.17531016
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02469766,0.10000948
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02469449,0.25531322
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02468355,0.00507048
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02465957,18.15353871
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02465956,0.05070041
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02465928,585.86
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02465582,0.01036799
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02465054,0.0854034
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02464927,0.01036799
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02462925,0.23887488
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02462584,0.05898032
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02461948,0.00757263
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02461551,0.15525084
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02460586,0.32024891
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.0246,7.04478781
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02459793,0.0403
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02458998,0.05954049
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02457168,39.36593838
2020/06/01 11:57:30.328127,ETH/BTC,bid,0.02457165,0.10632172
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02482611,24.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.024827,84.1436
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02483552,3.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.024838,8.05559186
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0248405,8.0553536
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484174,3.038308
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484175,3.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484674,15.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484675,5.67035445
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484676,65.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484916,15.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484917,4.01954053
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0248492,8.05467508
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02485346,5.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02485976,28.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0248695,32.7
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02487069,33.38855203
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02488011,29.7
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02488692,0.16396249
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02489176,28.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02489579,17.73
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02490339,31.9
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02490721,0.0403
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02491444,29.
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02492065,59.84
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02493101,0.0050201
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02494322,0.00752332
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02494399,585.86
